time_start,model,launch_place,regiune_standard,target_main,target,ora_lansarii,este_sezon_rece,este_noapte,distanta_front_km,scor_infrastructura,vreme_severa,atac
2025-02-03 17:34:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Donetsk oblast,Lviv oblast,Ukraine,17,1,0,62.81,6.6,1,1
2025-10-04 05:55:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Volyn oblast,Starokostiantyniv,Odesa oblast,5,1,1,5.0,6.4,1,1
2025-08-21 01:44:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Dnipropetrovsk oblast,Kyiv,Odesa oblast,1,0,1,353.31,4.8,1,1
2025-05-01 16:38:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Volyn oblast,Kyiv oblast,Odesa oblast,16,1,0,114.11,9.5,0,1
2025-11-24 08:53:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Zhytomyr oblast,Kyiv,Odesa oblast,8,1,0,519.72,5.3,0,1
2026-02-02 18:21:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Chernivtsi oblast,Dnipropetrovsk oblast,Odesa oblast,18,1,0,115.32,5.4,0,1
2025-05-19 13:58:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Kyiv (Oraș),Kyiv,Ukraine,13,0,0,5.0,3.5,0,1
2025-05-13 08:27:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Hvardiiske, Crimea",Rivne oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,8,1,0,237.5,9.0,0,1
2025-02-22 02:55:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Sumy oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,2,0,1,193.1,2.9,1,0
2025-03-26 01:59:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Rivne oblast,Kyiv oblast,Ukraine,1,0,1,351.65,6.9,1,0
2025-06-29 00:50:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Poltava oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,0,1,1,5.0,7.2,0,1
2025-10-05 05:13:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Ternopil oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,5,1,1,5.0,4.0,0,0
2025-09-02 13:16:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast",Rivne oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,13,0,0,231.49,4.8,0,1
2025-12-31 23:59:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Millerovo",Rivne oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,23,1,1,350.39,3.2,0,0
2025-01-31 21:58:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Donetsk oblast,Kyiv oblast,Odesa oblast,21,1,1,5.0,7.1,0,0
2025-08-20 19:42:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Volyn oblast,Kyiv,Ukraine,19,1,0,74.64,1.0,0,1
2025-06-17 01:48:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Kirovohrad oblast,front line,Ukraine,1,1,1,5.0,6.6,0,1
2025-02-21 01:07:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Lviv oblast,Kyiv oblast,Ukraine,1,0,1,5.0,8.9,1,0
2025-08-11 22:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Vinnytsia oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,22,1,1,364.81,9.7,1,0
2025-04-06 06:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Lviv oblast,Odesa oblast,6,1,0,314.46,6.2,1,0
2025-06-03 04:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Kharkiv oblast,Kyiv oblast,Ukraine,4,0,1,399.06,7.3,1,0
2025-03-16 02:36:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Mykolaiv oblast,Poltava oblast,Ukraine,2,1,1,454.88,5.2,0,0
2025-12-06 11:17:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Chernihiv oblast,Lutsk oblast,Ukraine,11,1,0,800.0,6.1,0,1
2025-03-18 09:02:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Odesa oblast,Kyiv,Ukraine,9,1,0,131.68,7.4,1,1
2025-02-26 06:53:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Kharkiv oblast,Starokostiantyniv,Odesa oblast,6,1,0,17.18,6.7,1,1
2025-06-04 05:59:00,Iskander-M/KN-23,"Kursk oblast and Oryol oblast and and Shatalovo and Hvardiiske, Crimea",Zakarpattia oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,5,1,1,221.08,6.7,0,0
2025-11-22 18:43:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Kherson oblast,Kyiv oblast,Odesa oblast,18,1,0,5.0,6.7,0,0
2025-03-21 04:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Ivano-Frankivsk oblast,front line,Odesa oblast,4,1,1,5.0,8.6,1,0
2025-05-30 03:41:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Shatalovo,Kirovohrad oblast,Kyiv oblast,Odesa oblast,3,1,1,483.17,9.1,0,1
2025-04-22 23:13:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Kyiv (Oblast),Starokostiantyniv,Odesa oblast,23,0,1,82.34,5.7,0,1
2025-02-16 09:24:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Poltava oblast,Donetsk oblast,Ukraine,9,0,0,5.0,5.0,0,1
2025-03-16 02:32:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Kharkiv oblast,Lviv oblast,Odesa oblast,2,1,1,5.0,9.4,0,1
2025-05-06 04:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Kyiv (Oblast),Kyiv oblast,Odesa oblast,4,1,1,328.84,1.0,1,1
2025-03-19 14:11:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Millerovo,Zhytomyr oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,14,1,0,360.43,4.5,1,0
2025-09-19 16:05:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Sumy oblast,front line,Odesa oblast,16,0,0,125.8,3.2,0,0
2025-03-25 15:02:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Taganrog and Yeysk,Odesa oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,15,0,0,241.14,5.8,0,1
2025-06-13 14:07:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo,Vinnytsia oblast,Poltava oblast,Odesa oblast,14,1,0,5.0,5.4,1,1
2025-04-10 11:30:00,Iskander-M/KN-23,"Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Donetsk oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,11,1,0,5.0,5.8,1,0
2025-02-15 15:40:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Zakarpattia oblast,Kyiv oblast,Odesa oblast,15,1,0,467.92,6.2,1,1
2025-03-22 11:29:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Cherkasy oblast,Kremenchuk,Odesa oblast,11,1,0,5.0,3.0,1,1
2025-01-27 01:40:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Kherson oblast,Donetsk oblast,Odesa oblast,1,1,1,5.0,4.3,1,0
2025-10-09 05:43:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Sumy oblast,front line,Odesa oblast,5,0,1,5.0,7.3,1,1
2025-11-14 07:48:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Zaporizhzhia oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,7,0,0,303.12,4.8,0,0
2025-02-08 22:12:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo",Rivne oblast,Dnipropetrovsk oblast,Ukraine,22,0,1,188.55,8.2,1,1
2025-01-30 22:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Vinnytsia oblast,Donetsk oblast,Ukraine,22,0,1,292.57,1.9,0,1
2025-08-28 14:39:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ternopil oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,14,1,0,153.05,2.9,0,1
2025-04-15 14:58:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Poltava oblast,Kremenchuk,Ukraine,14,1,0,628.84,4.9,0,0
2025-08-20 08:40:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Chernihiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,8,0,0,5.0,5.0,1,1
2026-02-16 23:54:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Mykolaiv oblast,Lutsk oblast,Ukraine,23,1,1,5.0,8.5,1,1
2025-04-17 17:00:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Poltava oblast,Kyiv oblast,Odesa oblast,17,0,0,347.05,6.8,1,1
2025-06-05 21:49:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Kyiv (Oblast),Poltava oblast,Ukraine,21,0,1,91.21,6.8,0,1
2025-10-29 17:40:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Lviv oblast,Kyiv,Ukraine,17,1,0,251.51,5.9,1,0
2025-05-24 19:31:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Zakarpattia oblast,Poltava oblast,Odesa oblast,19,0,0,380.78,5.2,0,0
2025-02-13 04:05:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Kyiv (Oblast),Lutsk oblast,Odesa oblast,4,1,1,492.17,8.9,0,1
2025-02-10 15:01:00,Shahed-136/131,Primorsko-Akhtarsk and Millerovo,Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,15,1,0,355.23,6.3,0,1
2025-04-25 13:43:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Kirovohrad oblast,Kyiv oblast,Odesa oblast,13,1,0,420.97,10.0,0,1
2025-08-08 22:24:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Odesa oblast,Lutsk oblast,Ukraine,22,1,1,5.0,7.0,0,0
2025-03-29 14:45:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Odesa oblast,Lutsk oblast,Ukraine,14,0,0,352.9,6.4,0,0
2025-07-05 14:04:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Kyiv (Oblast),front line,Odesa oblast,14,1,0,236.62,5.4,1,0
2025-04-03 22:40:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Oryol oblast and Millerovo and Shatalovo",Odesa oblast,Poltava oblast,Ukraine,22,1,1,178.79,6.3,0,1
2025-05-18 12:42:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo and Shatalovo",Ivano-Frankivsk oblast,Kremenchuk,Ukraine,12,0,0,61.74,6.0,1,0
2025-04-16 02:57:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Mykolaiv oblast,Dnipropetrovsk oblast,Ukraine,2,1,1,34.15,2.2,0,1
2025-08-15 14:34:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Cherkasy oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,14,1,0,5.0,8.4,1,0
2025-04-22 21:48:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Dnipropetrovsk oblast,Lutsk oblast,Ukraine,21,0,1,151.36,7.7,0,0
2025-06-30 07:40:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Chernivtsi oblast,Kyiv oblast,Odesa oblast,7,0,0,182.03,5.6,1,0
2025-03-21 14:52:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Lviv oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,14,1,0,301.55,6.5,1,1
2025-02-21 14:20:00,Iskander-M/KN-23,Millerovo,Chernihiv oblast,Kremenchuk,Odesa oblast,14,0,0,440.34,4.0,1,0
2025-04-08 09:03:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Vinnytsia oblast,Lviv oblast,Odesa oblast,9,0,0,352.72,4.6,0,1
2025-07-26 01:26:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Zhytomyr oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,1,1,1,5.0,8.7,1,1
2025-12-31 22:12:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Oryol oblast and Millerovo,Sumy oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,22,0,1,5.0,6.4,1,0
2025-10-21 13:35:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Kyiv (Oraș),Donetsk oblast,Ukraine,13,0,0,343.87,4.2,1,1
2025-08-08 20:46:00,Shahed-136/131,Bryansk oblast and Millerovo and Shatalovo,Chernivtsi oblast,Kyiv,Odesa oblast,20,1,0,133.14,1.1,1,1
2025-12-02 18:59:00,Iskander-M/KN-23,Kursk oblast and Oryol oblast and Millerovo,Chernivtsi oblast,Starokostiantyniv,Ukraine,18,0,0,221.39,8.2,0,1
2025-06-14 21:28:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Chernivtsi oblast,Kremenchuk,Odesa oblast,21,0,1,5.0,8.7,0,0
2025-05-15 08:41:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Chernihiv oblast,Lviv oblast,Ukraine,8,0,0,245.5,6.3,1,1
2025-02-25 03:09:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Zakarpattia oblast,Donetsk oblast,Odesa oblast,3,0,1,254.71,5.0,0,0
2025-02-21 15:51:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Zaporizhzhia oblast,Kyiv oblast,Ukraine,15,0,0,101.47,5.5,0,1
2025-02-07 19:30:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Poltava oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,19,1,0,427.86,5.5,0,1
2025-02-04 11:03:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Zakarpattia oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,11,1,0,233.97,6.7,1,1
2025-03-17 05:21:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Kyiv (Oblast),Donetsk oblast,Odesa oblast,5,0,1,311.9,7.2,0,0
2025-05-15 07:14:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Kyiv (Oblast),Kremenchuk,Ukraine,7,1,0,579.89,5.9,0,0
2025-05-07 08:48:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zhytomyr oblast,Kharkiv oblast and Poltava oblast,Ukraine,8,0,0,252.94,1.6,0,1
2025-11-19 09:58:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Mykolaiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,9,0,0,437.99,9.8,1,0
2025-03-06 23:58:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Hvardiiske, Crimea",Kyiv (Oraș),front line,Odesa oblast,23,1,1,5.0,4.0,1,1
2025-10-04 16:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Vinnytsia oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,16,0,0,551.77,10.0,1,0
2025-06-21 21:17:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Kyiv (Oblast),Donetsk oblast,Ukraine,21,1,1,282.98,7.2,1,1
2025-08-06 20:42:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Cherkasy oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,20,1,0,800.0,4.9,1,0
2025-04-29 19:32:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Dnipropetrovsk oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,19,0,0,167.73,4.9,0,1
2025-04-27 07:13:00,Iskander-M/KN-23,Bryansk oblast and Oryol oblast and Shatalovo,Cherkasy oblast,Kyiv oblast,Ukraine,7,1,0,394.67,8.3,1,0
2025-06-07 16:09:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Chernivtsi oblast,Lviv oblast,Ukraine,16,0,0,407.91,8.0,0,1
2025-06-23 09:48:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Chernihiv oblast,Lviv oblast,Ukraine,9,0,0,332.5,4.8,0,1
2025-02-09 07:53:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Chernivtsi oblast,Poltava oblast,Odesa oblast,7,1,0,243.24,3.7,1,0
2025-01-27 18:31:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Cherkasy oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,18,1,0,149.8,2.8,0,0
2025-04-01 09:51:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Chernivtsi oblast,Starokostiantyniv,Odesa oblast,9,1,0,409.92,4.3,1,1
2025-01-30 04:40:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast,Dnipropetrovsk oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,4,0,1,39.9,1.0,1,1
2025-07-24 16:52:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,16,0,0,196.27,5.7,1,0
2025-01-26 06:43:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Shatalovo,Zaporizhzhia oblast,front line,Ukraine,6,1,0,255.57,6.2,1,1
2025-06-02 01:07:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske,Odesa oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,1,1,1,218.61,5.0,1,1
2025-06-10 06:54:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Sumy oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,6,0,0,35.33,5.9,1,1
2025-03-30 17:45:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Odesa oblast,Kyiv,Odesa oblast,17,1,0,5.0,8.8,1,0
2025-10-04 07:19:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Kyiv (Oraș),Poltava oblast,Odesa oblast,7,0,0,5.0,7.2,0,1
2025-05-19 00:53:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Zhytomyr oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,0,1,1,210.04,1.0,0,0
2025-10-15 02:58:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Kyiv (Oblast),Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,2,1,1,514.47,2.7,0,0
2025-12-03 00:35:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Poltava oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,0,0,1,258.12,6.0,0,0
2025-02-18 18:59:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Kyiv (Oblast),Kharkiv oblast and Poltava oblast,Odesa oblast,18,0,0,295.63,6.2,1,1
2025-08-19 17:20:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Kyiv (Oraș),Lviv oblast,Ukraine,17,0,0,405.64,6.0,1,1
2025-06-25 20:29:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Poltava oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,20,0,0,109.37,3.5,1,1
2025-02-14 16:05:00,Iskander-M/KN-23,Bryansk oblast and Millerovo and Shatalovo,Volyn oblast,Kyiv,Odesa oblast,16,0,0,320.22,10.0,0,0
2025-03-18 00:10:00,Iskander-M/KN-23,Millerovo,Zhytomyr oblast,Poltava oblast,Ukraine,0,1,1,270.92,2.1,0,0
2025-09-06 12:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Kherson oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,12,0,0,5.0,8.7,0,1
2025-09-06 06:35:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kherson oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,6,0,0,259.49,6.9,1,0
2025-12-31 16:15:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Mykolaiv oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,16,0,0,5.0,3.5,1,1
2025-03-15 15:54:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast and Millerovo,Dnipropetrovsk oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,15,0,0,163.34,6.6,0,1
2025-03-20 09:41:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Shatalovo and Hvardiiske, Crimea",Sumy oblast,Lviv oblast,Odesa oblast,9,0,0,79.49,10.0,0,1
2025-03-12 19:38:00,Shahed-136/131,Kursk oblast and Millerovo,Volyn oblast,Kremenchuk,Odesa oblast,19,0,0,225.69,9.9,0,1
2025-05-22 06:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Dnipropetrovsk oblast,Kyiv,Odesa oblast,6,0,0,86.9,4.4,0,1
2025-03-23 06:44:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Taganrog and Yeysk,Donetsk oblast,Kharkiv oblast and Poltava oblast,Ukraine,6,0,0,332.96,6.8,1,0
